,Quarter,HB,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,Date,Pandemic,PopSize,Pandemic_cat,JustPandemic,PandemicRecovery
4017,2019Q4,S08000022,Upper GI,74,74,31.0,0.0,321700.0,0.0,0.0,0.0
4018,2019Q4,S08000022,Urological,180,174,31.0,0.0,321700.0,0.0,0.0,0.0
4019,2019Q4,S08000024,Breast,496,486,31.0,0.0,907580.0,0.0,0.0,0.0
4020,2019Q4,S08000024,Cervical,24,24,31.0,0.0,907580.0,0.0,0.0,0.0
4021,2019Q4,S08000024,Colorectal,244,206,31.0,0.0,907580.0,0.0,0.0,0.0
4022,2019Q4,S08000024,Head & Neck,82,82,31.0,0.0,907580.0,0.0,0.0,0.0
4023,2019Q4,S08000024,Lung,314,314,31.0,0.0,907580.0,0.0,0.0,0.0
4024,2019Q4,S08000024,Lymphoma,66,66,31.0,0.0,907580.0,0.0,0.0,0.0
4025,2019Q4,S08000024,Melanoma,104,100,31.0,0.0,907580.0,0.0,0.0,0.0
4026,2019Q4,S08000024,Ovarian,22,22,31.0,0.0,907580.0,0.0,0.0,0.0
4027,2019Q4,S08000024,Upper GI,204,204,31.0,0.0,907580.0,0.0,0.0,0.0
4028,2019Q4,S08000024,Urological,394,356,31.0,0.0,907580.0,0.0,0.0,0.0
4029,2019Q4,S08000025,Colorectal,18,18,31.0,0.0,22270.0,0.0,0.0,0.0
4030,2019Q4,S08000025,Lung,4,4,31.0,0.0,22270.0,0.0,0.0,0.0
4031,2019Q4,S08000025,Melanoma,2,2,31.0,0.0,22270.0,0.0,0.0,0.0
4032,2019Q4,S08000025,Ovarian,2,2,31.0,0.0,22270.0,0.0,0.0,0.0
4033,2019Q4,S08000025,Upper GI,4,4,31.0,0.0,22270.0,0.0,0.0,0.0
4034,2019Q4,S08000025,Urological,6,4,31.0,0.0,22270.0,0.0,0.0,0.0
4035,2019Q4,S08000026,Breast,6,6,31.0,0.0,22920.0,0.0,0.0,0.0
4036,2019Q4,S08000026,Colorectal,6,6,31.0,0.0,22920.0,0.0,0.0,0.0
4037,2019Q4,S08000026,Lung,4,4,31.0,0.0,22920.0,0.0,0.0,0.0
4038,2019Q4,S08000026,Lymphoma,4,4,31.0,0.0,22920.0,0.0,0.0,0.0
4039,2019Q4,S08000026,Melanoma,2,2,31.0,0.0,22920.0,0.0,0.0,0.0
4040,2019Q4,S08000026,Ovarian,2,2,31.0,0.0,22920.0,0.0,0.0,0.0
4041,2019Q4,S08000026,Upper GI,6,6,31.0,0.0,22920.0,0.0,0.0,0.0
4042,2019Q4,S08000026,Urological,12,12,31.0,0.0,22920.0,0.0,0.0,0.0
4043,2019Q4,S08000028,Breast,2,2,31.0,0.0,26720.0,0.0,0.0,0.0
4044,2019Q4,S08000028,Colorectal,12,12,31.0,0.0,26720.0,0.0,0.0,0.0
4045,2019Q4,S08000028,Head & Neck,4,4,31.0,0.0,26720.0,0.0,0.0,0.0
4046,2019Q4,S08000028,Lung,18,18,31.0,0.0,26720.0,0.0,0.0,0.0
4047,2019Q4,S08000028,Lymphoma,2,2,31.0,0.0,26720.0,0.0,0.0,0.0
4048,2019Q4,S08000028,Melanoma,6,6,31.0,0.0,26720.0,0.0,0.0,0.0
4049,2019Q4,S08000028,Ovarian,2,2,31.0,0.0,26720.0,0.0,0.0,0.0
4050,2019Q4,S08000028,Upper GI,14,14,31.0,0.0,26720.0,0.0,0.0,0.0
4051,2019Q4,S08000028,Urological,22,22,31.0,0.0,26720.0,0.0,0.0,0.0
4052,2019Q4,S08000029,Breast,98,94,31.0,0.0,373550.0,0.0,0.0,0.0
4053,2019Q4,S08000029,Cervical,6,6,31.0,0.0,373550.0,0.0,0.0,0.0
4054,2019Q4,S08000029,Colorectal,112,112,31.0,0.0,373550.0,0.0,0.0,0.0
4055,2019Q4,S08000029,Head & Neck,22,22,31.0,0.0,373550.0,0.0,0.0,0.0
4056,2019Q4,S08000029,Lung,176,174,31.0,0.0,373550.0,0.0,0.0,0.0
4057,2019Q4,S08000029,Lymphoma,34,34,31.0,0.0,373550.0,0.0,0.0,0.0
4058,2019Q4,S08000029,Melanoma,42,40,31.0,0.0,373550.0,0.0,0.0,0.0
4059,2019Q4,S08000029,Ovarian,8,8,31.0,0.0,373550.0,0.0,0.0,0.0
4060,2019Q4,S08000029,Upper GI,108,108,31.0,0.0,373550.0,0.0,0.0,0.0
4061,2019Q4,S08000029,Urological,204,196,31.0,0.0,373550.0,0.0,0.0,0.0
4062,2019Q4,S08000030,Breast,216,214,31.0,0.0,417470.0,0.0,0.0,0.0
4063,2019Q4,S08000030,Cervical,10,10,31.0,0.0,417470.0,0.0,0.0,0.0
4064,2019Q4,S08000030,Colorectal,140,140,31.0,0.0,417470.0,0.0,0.0,0.0
4065,2019Q4,S08000030,Head & Neck,32,28,31.0,0.0,417470.0,0.0,0.0,0.0
4066,2019Q4,S08000030,Lung,174,174,31.0,0.0,417470.0,0.0,0.0,0.0
4067,2019Q4,S08000030,Lymphoma,38,38,31.0,0.0,417470.0,0.0,0.0,0.0
4068,2019Q4,S08000030,Melanoma,46,42,31.0,0.0,417470.0,0.0,0.0,0.0
4069,2019Q4,S08000030,Ovarian,20,18,31.0,0.0,417470.0,0.0,0.0,0.0
4070,2019Q4,S08000030,Upper GI,124,124,31.0,0.0,417470.0,0.0,0.0,0.0
4071,2019Q4,S08000030,Urological,242,238,31.0,0.0,417470.0,0.0,0.0,0.0
4072,2019Q4,S08000031,Breast,748,700,31.0,0.0,1183120.0,0.0,0.0,0.0
4073,2019Q4,S08000031,Cervical,38,38,31.0,0.0,1183120.0,0.0,0.0,0.0
4074,2019Q4,S08000031,Colorectal,444,424,31.0,0.0,1183120.0,0.0,0.0,0.0
4075,2019Q4,S08000031,Head & Neck,162,160,31.0,0.0,1183120.0,0.0,0.0,0.0
4076,2019Q4,S08000031,Lung,632,624,31.0,0.0,1183120.0,0.0,0.0,0.0
4077,2019Q4,S08000031,Lymphoma,122,122,31.0,0.0,1183120.0,0.0,0.0,0.0
4078,2019Q4,S08000031,Melanoma,206,202,31.0,0.0,1183120.0,0.0,0.0,0.0
4079,2019Q4,S08000031,Ovarian,64,60,31.0,0.0,1183120.0,0.0,0.0,0.0
4080,2019Q4,S08000031,Upper GI,274,268,31.0,0.0,1183120.0,0.0,0.0,0.0
4081,2019Q4,S08000031,Urological,720,678,31.0,0.0,1183120.0,0.0,0.0,0.0
4082,2019Q4,S08000032,Breast,172,170,31.0,0.0,661900.0,0.0,0.0,0.0
4083,2019Q4,S08000032,Cervical,8,8,31.0,0.0,661900.0,0.0,0.0,0.0
4084,2019Q4,S08000032,Colorectal,166,162,31.0,0.0,661900.0,0.0,0.0,0.0
4085,2019Q4,S08000032,Head & Neck,34,34,31.0,0.0,661900.0,0.0,0.0,0.0
4086,2019Q4,S08000032,Lung,302,302,31.0,0.0,661900.0,0.0,0.0,0.0
4087,2019Q4,S08000032,Lymphoma,58,58,31.0,0.0,661900.0,0.0,0.0,0.0
4088,2019Q4,S08000032,Melanoma,72,70,31.0,0.0,661900.0,0.0,0.0,0.0
4089,2019Q4,S08000032,Ovarian,38,36,31.0,0.0,661900.0,0.0,0.0,0.0
4090,2019Q4,S08000032,Upper GI,104,104,31.0,0.0,661900.0,0.0,0.0,0.0
4091,2019Q4,S08000032,Urological,136,136,31.0,0.0,661900.0,0.0,0.0,0.0
4092,2020Q1,S08000015,Breast,256,254,32.0,0.0,367990.0,0.0,0.0,0.0
4093,2020Q1,S08000015,Cervical,16,12,32.0,0.0,367990.0,0.0,0.0,0.0
4094,2020Q1,S08000015,Colorectal,118,116,32.0,0.0,367990.0,0.0,0.0,0.0
4095,2020Q1,S08000015,Head & Neck,34,34,32.0,0.0,367990.0,0.0,0.0,0.0
4096,2020Q1,S08000015,Lung,104,104,32.0,0.0,367990.0,0.0,0.0,0.0
4097,2020Q1,S08000015,Lymphoma,26,24,32.0,0.0,367990.0,0.0,0.0,0.0
4098,2020Q1,S08000015,Melanoma,46,46,32.0,0.0,367990.0,0.0,0.0,0.0
4099,2020Q1,S08000015,Ovarian,12,12,32.0,0.0,367990.0,0.0,0.0,0.0
4100,2020Q1,S08000015,Upper GI,116,116,32.0,0.0,367990.0,0.0,0.0,0.0
4101,2020Q1,S08000015,Urological,146,144,32.0,0.0,367990.0,0.0,0.0,0.0
4102,2020Q1,S08000016,Breast,34,34,32.0,0.0,115240.0,0.0,0.0,0.0
4103,2020Q1,S08000016,Cervical,2,2,32.0,0.0,115240.0,0.0,0.0,0.0
4104,2020Q1,S08000016,Colorectal,28,28,32.0,0.0,115240.0,0.0,0.0,0.0
4105,2020Q1,S08000016,Head & Neck,12,12,32.0,0.0,115240.0,0.0,0.0,0.0
4106,2020Q1,S08000016,Lung,24,24,32.0,0.0,115240.0,0.0,0.0,0.0
4107,2020Q1,S08000016,Lymphoma,12,12,32.0,0.0,115240.0,0.0,0.0,0.0
4108,2020Q1,S08000016,Melanoma,8,8,32.0,0.0,115240.0,0.0,0.0,0.0
4109,2020Q1,S08000016,Ovarian,10,10,32.0,0.0,115240.0,0.0,0.0,0.0
4110,2020Q1,S08000016,Upper GI,36,36,32.0,0.0,115240.0,0.0,0.0,0.0
4111,2020Q1,S08000016,Urological,26,26,32.0,0.0,115240.0,0.0,0.0,0.0
4112,2020Q1,S08000017,Breast,42,42,32.0,0.0,148290.0,0.0,0.0,0.0
4113,2020Q1,S08000017,Colorectal,80,80,32.0,0.0,148290.0,0.0,0.0,0.0
4114,2020Q1,S08000017,Head & Neck,10,10,32.0,0.0,148290.0,0.0,0.0,0.0
4115,2020Q1,S08000017,Lung,68,68,32.0,0.0,148290.0,0.0,0.0,0.0
4116,2020Q1,S08000017,Lymphoma,26,26,32.0,0.0,148290.0,0.0,0.0,0.0
4117,2020Q1,S08000017,Melanoma,16,16,32.0,0.0,148290.0,0.0,0.0,0.0
4118,2020Q1,S08000017,Ovarian,12,12,32.0,0.0,148290.0,0.0,0.0,0.0
4119,2020Q1,S08000017,Upper GI,80,80,32.0,0.0,148290.0,0.0,0.0,0.0
4120,2020Q1,S08000017,Urological,116,112,32.0,0.0,148290.0,0.0,0.0,0.0
4121,2020Q1,S08000019,Breast,114,114,32.0,0.0,305930.0,0.0,0.0,0.0
4122,2020Q1,S08000019,Cervical,6,6,32.0,0.0,305930.0,0.0,0.0,0.0
4123,2020Q1,S08000019,Colorectal,126,120,32.0,0.0,305930.0,0.0,0.0,0.0
4124,2020Q1,S08000019,Head & Neck,28,28,32.0,0.0,305930.0,0.0,0.0,0.0
4125,2020Q1,S08000019,Lung,110,104,32.0,0.0,305930.0,0.0,0.0,0.0
4126,2020Q1,S08000019,Lymphoma,44,44,32.0,0.0,305930.0,0.0,0.0,0.0
4127,2020Q1,S08000019,Melanoma,40,34,32.0,0.0,305930.0,0.0,0.0,0.0
4128,2020Q1,S08000019,Ovarian,14,14,32.0,0.0,305930.0,0.0,0.0,0.0
4129,2020Q1,S08000019,Upper GI,64,64,32.0,0.0,305930.0,0.0,0.0,0.0
4130,2020Q1,S08000019,Urological,214,212,32.0,0.0,305930.0,0.0,0.0,0.0
4131,2020Q1,S08000020,Breast,250,242,32.0,0.0,585550.0,0.0,0.0,0.0
4132,2020Q1,S08000020,Cervical,10,10,32.0,0.0,585550.0,0.0,0.0,0.0
4133,2020Q1,S08000020,Colorectal,204,184,32.0,0.0,585550.0,0.0,0.0,0.0
4134,2020Q1,S08000020,Head & Neck,76,74,32.0,0.0,585550.0,0.0,0.0,0.0
4135,2020Q1,S08000020,Lung,208,208,32.0,0.0,585550.0,0.0,0.0,0.0
4136,2020Q1,S08000020,Lymphoma,62,62,32.0,0.0,585550.0,0.0,0.0,0.0
4137,2020Q1,S08000020,Melanoma,66,62,32.0,0.0,585550.0,0.0,0.0,0.0
4138,2020Q1,S08000020,Ovarian,32,32,32.0,0.0,585550.0,0.0,0.0,0.0
4139,2020Q1,S08000020,Upper GI,188,186,32.0,0.0,585550.0,0.0,0.0,0.0
4140,2020Q1,S08000020,Urological,406,370,32.0,0.0,585550.0,0.0,0.0,0.0
4141,2020Q1,S08000022,Breast,158,142,32.0,0.0,320860.0,0.0,0.0,0.0
4142,2020Q1,S08000022,Cervical,8,8,32.0,0.0,320860.0,0.0,0.0,0.0
4143,2020Q1,S08000022,Colorectal,102,98,32.0,0.0,320860.0,0.0,0.0,0.0
4144,2020Q1,S08000022,Head & Neck,38,36,32.0,0.0,320860.0,0.0,0.0,0.0
4145,2020Q1,S08000022,Lung,100,100,32.0,0.0,320860.0,0.0,0.0,0.0
4146,2020Q1,S08000022,Lymphoma,30,30,32.0,0.0,320860.0,0.0,0.0,0.0
4147,2020Q1,S08000022,Melanoma,24,24,32.0,0.0,320860.0,0.0,0.0,0.0
4148,2020Q1,S08000022,Ovarian,2,2,32.0,0.0,320860.0,0.0,0.0,0.0
4149,2020Q1,S08000022,Upper GI,68,66,32.0,0.0,320860.0,0.0,0.0,0.0
4150,2020Q1,S08000022,Urological,152,132,32.0,0.0,320860.0,0.0,0.0,0.0
4151,2020Q1,S08000024,Breast,478,448,32.0,0.0,912490.0,0.0,0.0,0.0
4152,2020Q1,S08000024,Cervical,12,12,32.0,0.0,912490.0,0.0,0.0,0.0
4153,2020Q1,S08000024,Colorectal,244,204,32.0,0.0,912490.0,0.0,0.0,0.0
4154,2020Q1,S08000024,Head & Neck,78,76,32.0,0.0,912490.0,0.0,0.0,0.0
4155,2020Q1,S08000024,Lung,306,306,32.0,0.0,912490.0,0.0,0.0,0.0
4156,2020Q1,S08000024,Lymphoma,40,40,32.0,0.0,912490.0,0.0,0.0,0.0
4157,2020Q1,S08000024,Melanoma,50,48,32.0,0.0,912490.0,0.0,0.0,0.0
4158,2020Q1,S08000024,Ovarian,26,26,32.0,0.0,912490.0,0.0,0.0,0.0
4159,2020Q1,S08000024,Upper GI,256,252,32.0,0.0,912490.0,0.0,0.0,0.0
4160,2020Q1,S08000024,Urological,402,384,32.0,0.0,912490.0,0.0,0.0,0.0
4161,2020Q1,S08000025,Colorectal,4,2,32.0,0.0,22400.0,0.0,0.0,0.0
4162,2020Q1,S08000025,Lung,4,4,32.0,0.0,22400.0,0.0,0.0,0.0
4163,2020Q1,S08000025,Lymphoma,2,2,32.0,0.0,22400.0,0.0,0.0,0.0
4164,2020Q1,S08000025,Ovarian,2,2,32.0,0.0,22400.0,0.0,0.0,0.0
4165,2020Q1,S08000025,Urological,6,6,32.0,0.0,22400.0,0.0,0.0,0.0
4166,2020Q1,S08000026,Breast,2,2,32.0,0.0,22870.0,0.0,0.0,0.0
4167,2020Q1,S08000026,Colorectal,2,2,32.0,0.0,22870.0,0.0,0.0,0.0
4168,2020Q1,S08000026,Lung,6,6,32.0,0.0,22870.0,0.0,0.0,0.0
4169,2020Q1,S08000026,Lymphoma,2,2,32.0,0.0,22870.0,0.0,0.0,0.0
4170,2020Q1,S08000026,Ovarian,2,2,32.0,0.0,22870.0,0.0,0.0,0.0
4171,2020Q1,S08000026,Upper GI,4,4,32.0,0.0,22870.0,0.0,0.0,0.0
4172,2020Q1,S08000026,Urological,20,16,32.0,0.0,22870.0,0.0,0.0,0.0
4173,2020Q1,S08000028,Colorectal,12,10,32.0,0.0,26500.0,0.0,0.0,0.0
4174,2020Q1,S08000028,Head & Neck,8,8,32.0,0.0,26500.0,0.0,0.0,0.0
4175,2020Q1,S08000028,Lung,10,10,32.0,0.0,26500.0,0.0,0.0,0.0
4176,2020Q1,S08000028,Lymphoma,2,2,32.0,0.0,26500.0,0.0,0.0,0.0
4177,2020Q1,S08000028,Melanoma,2,2,32.0,0.0,26500.0,0.0,0.0,0.0
4178,2020Q1,S08000028,Upper GI,10,10,32.0,0.0,26500.0,0.0,0.0,0.0
4179,2020Q1,S08000028,Urological,12,12,32.0,0.0,26500.0,0.0,0.0,0.0
4180,2020Q1,S08000029,Breast,122,122,32.0,0.0,374130.0,0.0,0.0,0.0
4181,2020Q1,S08000029,Cervical,6,6,32.0,0.0,374130.0,0.0,0.0,0.0
4182,2020Q1,S08000029,Colorectal,122,118,32.0,0.0,374130.0,0.0,0.0,0.0
4183,2020Q1,S08000029,Head & Neck,26,26,32.0,0.0,374130.0,0.0,0.0,0.0
4184,2020Q1,S08000029,Lung,144,140,32.0,0.0,374130.0,0.0,0.0,0.0
4185,2020Q1,S08000029,Lymphoma,30,28,32.0,0.0,374130.0,0.0,0.0,0.0
4186,2020Q1,S08000029,Melanoma,26,22,32.0,0.0,374130.0,0.0,0.0,0.0
4187,2020Q1,S08000029,Ovarian,24,24,32.0,0.0,374130.0,0.0,0.0,0.0
4188,2020Q1,S08000029,Upper GI,70,70,32.0,0.0,374130.0,0.0,0.0,0.0
4189,2020Q1,S08000029,Urological,254,234,32.0,0.0,374130.0,0.0,0.0,0.0
4190,2020Q1,S08000030,Breast,212,192,32.0,0.0,416550.0,0.0,0.0,0.0
4191,2020Q1,S08000030,Cervical,18,16,32.0,0.0,416550.0,0.0,0.0,0.0
4192,2020Q1,S08000030,Colorectal,168,168,32.0,0.0,416550.0,0.0,0.0,0.0
4193,2020Q1,S08000030,Head & Neck,26,26,32.0,0.0,416550.0,0.0,0.0,0.0
4194,2020Q1,S08000030,Lung,180,178,32.0,0.0,416550.0,0.0,0.0,0.0
4195,2020Q1,S08000030,Lymphoma,42,42,32.0,0.0,416550.0,0.0,0.0,0.0
4196,2020Q1,S08000030,Melanoma,60,60,32.0,0.0,416550.0,0.0,0.0,0.0
4197,2020Q1,S08000030,Ovarian,22,22,32.0,0.0,416550.0,0.0,0.0,0.0
4198,2020Q1,S08000030,Upper GI,98,98,32.0,0.0,416550.0,0.0,0.0,0.0
4199,2020Q1,S08000030,Urological,280,278,32.0,0.0,416550.0,0.0,0.0,0.0
4200,2020Q1,S08000031,Breast,772,752,32.0,0.0,1185240.0,0.0,0.0,0.0
4201,2020Q1,S08000031,Cervical,28,28,32.0,0.0,1185240.0,0.0,0.0,0.0
4202,2020Q1,S08000031,Colorectal,394,366,32.0,0.0,1185240.0,0.0,0.0,0.0
4203,2020Q1,S08000031,Head & Neck,134,132,32.0,0.0,1185240.0,0.0,0.0,0.0
4204,2020Q1,S08000031,Lung,560,534,32.0,0.0,1185240.0,0.0,0.0,0.0
4205,2020Q1,S08000031,Lymphoma,182,182,32.0,0.0,1185240.0,0.0,0.0,0.0
4206,2020Q1,S08000031,Melanoma,176,176,32.0,0.0,1185240.0,0.0,0.0,0.0
4207,2020Q1,S08000031,Ovarian,46,46,32.0,0.0,1185240.0,0.0,0.0,0.0
4208,2020Q1,S08000031,Upper GI,358,354,32.0,0.0,1185240.0,0.0,0.0,0.0
4209,2020Q1,S08000031,Urological,694,626,32.0,0.0,1185240.0,0.0,0.0,0.0
4210,2020Q1,S08000032,Breast,190,190,32.0,0.0,661960.0,0.0,0.0,0.0
4211,2020Q1,S08000032,Cervical,18,14,32.0,0.0,661960.0,0.0,0.0,0.0
4212,2020Q1,S08000032,Colorectal,188,182,32.0,0.0,661960.0,0.0,0.0,0.0
4213,2020Q1,S08000032,Head & Neck,40,40,32.0,0.0,661960.0,0.0,0.0,0.0
4214,2020Q1,S08000032,Lung,222,220,32.0,0.0,661960.0,0.0,0.0,0.0
4215,2020Q1,S08000032,Lymphoma,44,44,32.0,0.0,661960.0,0.0,0.0,0.0
4216,2020Q1,S08000032,Melanoma,48,48,32.0,0.0,661960.0,0.0,0.0,0.0
4217,2020Q1,S08000032,Ovarian,30,30,32.0,0.0,661960.0,0.0,0.0,0.0
4218,2020Q1,S08000032,Upper GI,168,168,32.0,0.0,661960.0,0.0,0.0,0.0
4219,2020Q1,S08000032,Urological,234,218,32.0,0.0,661960.0,0.0,0.0,0.0
4220,2020Q2,S08000015,Breast,98,96,33.0,1.0,367990.0,1.0,1.0,0.0
4221,2020Q2,S08000015,Cervical,4,4,33.0,1.0,367990.0,1.0,1.0,0.0
4222,2020Q2,S08000015,Colorectal,66,62,33.0,1.0,367990.0,1.0,1.0,0.0
4223,2020Q2,S08000015,Head & Neck,32,32,33.0,1.0,367990.0,1.0,1.0,0.0
4224,2020Q2,S08000015,Lung,106,106,33.0,1.0,367990.0,1.0,1.0,0.0
4225,2020Q2,S08000015,Lymphoma,32,32,33.0,1.0,367990.0,1.0,1.0,0.0
4226,2020Q2,S08000015,Melanoma,36,36,33.0,1.0,367990.0,1.0,1.0,0.0
4227,2020Q2,S08000015,Ovarian,20,20,33.0,1.0,367990.0,1.0,1.0,0.0
4228,2020Q2,S08000015,Upper GI,80,80,33.0,1.0,367990.0,1.0,1.0,0.0
4229,2020Q2,S08000015,Urological,138,138,33.0,1.0,367990.0,1.0,1.0,0.0
4230,2020Q2,S08000016,Breast,42,42,33.0,1.0,115240.0,1.0,1.0,0.0
4231,2020Q2,S08000016,Cervical,2,2,33.0,1.0,115240.0,1.0,1.0,0.0
4232,2020Q2,S08000016,Colorectal,62,60,33.0,1.0,115240.0,1.0,1.0,0.0
4233,2020Q2,S08000016,Head & Neck,10,10,33.0,1.0,115240.0,1.0,1.0,0.0
4234,2020Q2,S08000016,Lung,56,56,33.0,1.0,115240.0,1.0,1.0,0.0
4235,2020Q2,S08000016,Lymphoma,12,12,33.0,1.0,115240.0,1.0,1.0,0.0
4236,2020Q2,S08000016,Melanoma,6,6,33.0,1.0,115240.0,1.0,1.0,0.0
4237,2020Q2,S08000016,Ovarian,4,4,33.0,1.0,115240.0,1.0,1.0,0.0
4238,2020Q2,S08000016,Upper GI,20,20,33.0,1.0,115240.0,1.0,1.0,0.0
4239,2020Q2,S08000016,Urological,52,50,33.0,1.0,115240.0,1.0,1.0,0.0
4240,2020Q2,S08000017,Breast,44,44,33.0,1.0,148290.0,1.0,1.0,0.0
4241,2020Q2,S08000017,Cervical,6,6,33.0,1.0,148290.0,1.0,1.0,0.0
4242,2020Q2,S08000017,Colorectal,44,44,33.0,1.0,148290.0,1.0,1.0,0.0
4243,2020Q2,S08000017,Head & Neck,22,22,33.0,1.0,148290.0,1.0,1.0,0.0
4244,2020Q2,S08000017,Lung,62,62,33.0,1.0,148290.0,1.0,1.0,0.0
4245,2020Q2,S08000017,Lymphoma,22,22,33.0,1.0,148290.0,1.0,1.0,0.0
4246,2020Q2,S08000017,Melanoma,10,8,33.0,1.0,148290.0,1.0,1.0,0.0
4247,2020Q2,S08000017,Ovarian,10,10,33.0,1.0,148290.0,1.0,1.0,0.0
4248,2020Q2,S08000017,Upper GI,42,42,33.0,1.0,148290.0,1.0,1.0,0.0
4249,2020Q2,S08000017,Urological,128,122,33.0,1.0,148290.0,1.0,1.0,0.0
4250,2020Q2,S08000019,Breast,92,92,33.0,1.0,305930.0,1.0,1.0,0.0
4251,2020Q2,S08000019,Cervical,6,6,33.0,1.0,305930.0,1.0,1.0,0.0
4252,2020Q2,S08000019,Colorectal,54,52,33.0,1.0,305930.0,1.0,1.0,0.0
4253,2020Q2,S08000019,Head & Neck,30,30,33.0,1.0,305930.0,1.0,1.0,0.0
4254,2020Q2,S08000019,Lung,106,102,33.0,1.0,305930.0,1.0,1.0,0.0
4255,2020Q2,S08000019,Lymphoma,34,34,33.0,1.0,305930.0,1.0,1.0,0.0
4256,2020Q2,S08000019,Melanoma,36,36,33.0,1.0,305930.0,1.0,1.0,0.0
4257,2020Q2,S08000019,Ovarian,16,16,33.0,1.0,305930.0,1.0,1.0,0.0
4258,2020Q2,S08000019,Upper GI,74,74,33.0,1.0,305930.0,1.0,1.0,0.0
4259,2020Q2,S08000019,Urological,144,144,33.0,1.0,305930.0,1.0,1.0,0.0
4260,2020Q2,S08000020,Breast,226,210,33.0,1.0,585550.0,1.0,1.0,0.0
4261,2020Q2,S08000020,Cervical,14,14,33.0,1.0,585550.0,1.0,1.0,0.0
4262,2020Q2,S08000020,Colorectal,162,138,33.0,1.0,585550.0,1.0,1.0,0.0
4263,2020Q2,S08000020,Head & Neck,34,34,33.0,1.0,585550.0,1.0,1.0,0.0
4264,2020Q2,S08000020,Lung,194,192,33.0,1.0,585550.0,1.0,1.0,0.0
4265,2020Q2,S08000020,Lymphoma,62,60,33.0,1.0,585550.0,1.0,1.0,0.0
4266,2020Q2,S08000020,Melanoma,52,52,33.0,1.0,585550.0,1.0,1.0,0.0
4267,2020Q2,S08000020,Ovarian,16,14,33.0,1.0,585550.0,1.0,1.0,0.0
4268,2020Q2,S08000020,Upper GI,160,160,33.0,1.0,585550.0,1.0,1.0,0.0
4269,2020Q2,S08000020,Urological,330,310,33.0,1.0,585550.0,1.0,1.0,0.0
4270,2020Q2,S08000022,Breast,102,90,33.0,1.0,320860.0,1.0,1.0,0.0
4271,2020Q2,S08000022,Cervical,4,4,33.0,1.0,320860.0,1.0,1.0,0.0
4272,2020Q2,S08000022,Colorectal,72,70,33.0,1.0,320860.0,1.0,1.0,0.0
4273,2020Q2,S08000022,Head & Neck,10,10,33.0,1.0,320860.0,1.0,1.0,0.0
4274,2020Q2,S08000022,Lung,104,104,33.0,1.0,320860.0,1.0,1.0,0.0
4275,2020Q2,S08000022,Lymphoma,36,36,33.0,1.0,320860.0,1.0,1.0,0.0
4276,2020Q2,S08000022,Melanoma,24,22,33.0,1.0,320860.0,1.0,1.0,0.0
4277,2020Q2,S08000022,Ovarian,16,16,33.0,1.0,320860.0,1.0,1.0,0.0
4278,2020Q2,S08000022,Upper GI,66,66,33.0,1.0,320860.0,1.0,1.0,0.0
4279,2020Q2,S08000022,Urological,152,146,33.0,1.0,320860.0,1.0,1.0,0.0
4280,2020Q2,S08000024,Breast,344,344,33.0,1.0,912490.0,1.0,1.0,0.0
4281,2020Q2,S08000024,Cervical,14,14,33.0,1.0,912490.0,1.0,1.0,0.0
4282,2020Q2,S08000024,Colorectal,210,192,33.0,1.0,912490.0,1.0,1.0,0.0
4283,2020Q2,S08000024,Head & Neck,70,70,33.0,1.0,912490.0,1.0,1.0,0.0
4284,2020Q2,S08000024,Lung,300,298,33.0,1.0,912490.0,1.0,1.0,0.0
4285,2020Q2,S08000024,Lymphoma,98,98,33.0,1.0,912490.0,1.0,1.0,0.0
4286,2020Q2,S08000024,Melanoma,26,24,33.0,1.0,912490.0,1.0,1.0,0.0
4287,2020Q2,S08000024,Ovarian,36,36,33.0,1.0,912490.0,1.0,1.0,0.0
4288,2020Q2,S08000024,Upper GI,186,186,33.0,1.0,912490.0,1.0,1.0,0.0
4289,2020Q2,S08000024,Urological,374,334,33.0,1.0,912490.0,1.0,1.0,0.0
4290,2020Q2,S08000025,Colorectal,2,2,33.0,1.0,22400.0,1.0,1.0,0.0
4291,2020Q2,S08000025,Lung,2,2,33.0,1.0,22400.0,1.0,1.0,0.0
4292,2020Q2,S08000025,Melanoma,2,2,33.0,1.0,22400.0,1.0,1.0,0.0
4293,2020Q2,S08000025,Upper GI,2,2,33.0,1.0,22400.0,1.0,1.0,0.0
4294,2020Q2,S08000025,Urological,10,10,33.0,1.0,22400.0,1.0,1.0,0.0
4295,2020Q2,S08000026,Breast,2,2,33.0,1.0,22870.0,1.0,1.0,0.0
4296,2020Q2,S08000026,Colorectal,2,2,33.0,1.0,22870.0,1.0,1.0,0.0
4297,2020Q2,S08000026,Lung,8,8,33.0,1.0,22870.0,1.0,1.0,0.0
4298,2020Q2,S08000026,Melanoma,4,4,33.0,1.0,22870.0,1.0,1.0,0.0
4299,2020Q2,S08000026,Ovarian,2,2,33.0,1.0,22870.0,1.0,1.0,0.0
4300,2020Q2,S08000026,Upper GI,2,2,33.0,1.0,22870.0,1.0,1.0,0.0
4301,2020Q2,S08000026,Urological,8,4,33.0,1.0,22870.0,1.0,1.0,0.0
4302,2020Q2,S08000028,Colorectal,10,8,33.0,1.0,26500.0,1.0,1.0,0.0
